,UnAmbiguouslyMapped_ds.7,UnAmbiguouslyMapped_ds.hous2,Huttenhower_LC1,Huttenhower_LC7,Huttenhower_HC2,Carma_eval_carma,Huttenhower_LC6,UnAmbiguouslyMapped_ds.gut,UnAmbiguouslyMapped_ds.buccal,Huttenhower_LC3,Huttenhower_HC1,BMI_bmi_reads,UnAmbiguouslyMapped_ds.nycsm,Huttenhower_LC5,Huttenhower_LC8,Raiphy_eval_RAIphy,Huttenhower_LC2,UnAmbiguouslyMapped_ds.hous1,UnAmbiguouslyMapped_ds.soil,Huttenhower_LC4,UnAmbiguouslyMapped_ds.cityparks,ani97_cLOW_stFalse_r5,ani95_cLOW_stFalse_r6,ani100_cLOW_stTrue_r3,ani100_cLOW_stTrue_r2,ani95_cLOW_stFalse_r7,ani97_cLOW_stFalse_r4,ani97_cLOW_stFalse_r6,ani95_cLOW_stFalse_r5,ani99_cHIGH_stFalse_r9,ani100_cLOW_stTrue_r0,ani100_cLOW_stTrue_r1,ani99_cHIGH_stFalse_r8,ani95_cLOW_stFalse_r4,ani97_cLOW_stFalse_r7,ani97_cHIGH_stTrue_r9,ani97_cLOW_stFalse_r3,ani95_cLOW_stFalse_r0,ani100_cLOW_stTrue_r5,ani100_cLOW_stTrue_r4,ani95_cLOW_stFalse_r1,ani97_cLOW_stFalse_r2,ani97_cHIGH_stTrue_r8,ani97_cLOW_stFalse_r0,ani95_cLOW_stFalse_r3,ani100_cLOW_stTrue_r6,ani100_cLOW_stTrue_r7,ani95_cLOW_stFalse_r2,ani97_cLOW_stFalse_r1,ani99_cLOW_stTrue_r8,ani99_cHIGH_stTrue_r9,ani100_cHIGH_stFalse_r5,ani99_cLOW_stFalse_r3,ani100_cHIGH_stTrue_r0,ani95_cLOW_stTrue_r6,ani95_cLOW_stTrue_r7,ani100_cHIGH_stTrue_r1,ani99_cLOW_stFalse_r2,ani99_cHIGH_stTrue_r8,ani100_cHIGH_stFalse_r4,ani99_cLOW_stTrue_r9,ani97_cHIGH_stFalse_r8,ani100_cHIGH_stFalse_r6,ani99_cLOW_stFalse_r0,ani100_cHIGH_stTrue_r3,ani95_cLOW_stTrue_r5,ani100_cLOW_stFalse_r9,ani100_cLOW_stFalse_r8,ani95_cLOW_stTrue_r4,ani100_cHIGH_stTrue_r2,ani99_cLOW_stFalse_r1,ani100_cHIGH_stFalse_r7,ani97_cHIGH_stFalse_r9,ani100_cHIGH_stFalse_r3,ani99_cLOW_stFalse_r5,ani95_cLOW_stTrue_r0,ani100_cHIGH_stTrue_r6,ani100_cHIGH_stTrue_r7,ani95_cLOW_stTrue_r1,ani99_cLOW_stFalse_r4,ani100_cHIGH_stFalse_r2,ani100_cHIGH_stFalse_r0,ani99_cLOW_stFalse_r6,ani95_cLOW_stTrue_r3,ani100_cHIGH_stTrue_r5,ani97_cLOW_stTrue_r9,ani97_cLOW_stTrue_r8,ani100_cHIGH_stTrue_r4,ani95_cLOW_stTrue_r2,ani99_cLOW_stFalse_r7,ani100_cHIGH_stFalse_r1,ani99_cHIGH_stTrue_r0,ani97_cHIGH_stFalse_r2,ani99_cLOW_stTrue_r1,ani100_cHIGH_stTrue_r9,ani97_cLOW_stTrue_r5,ani100_cLOW_stFalse_r3,ani97_cLOW_stTrue_r4,ani100_cLOW_stFalse_r2,ani100_cHIGH_stTrue_r8,ani97_cHIGH_stFalse_r3,ani99_cLOW_stTrue_r0,ani99_cHIGH_stTrue_r1,ani99_cHIGH_stTrue_r3,ani99_cLOW_stTrue_r2,ani97_cHIGH_stFalse_r1,ani99_cLOW_stFalse_r9,ani100_cLOW_stFalse_r0,ani97_cLOW_stTrue_r6,ani100_cLOW_stFalse_r1,ani97_cLOW_stTrue_r7,ani99_cLOW_stFalse_r8,ani99_cLOW_stTrue_r3,ani97_cHIGH_stFalse_r0,ani99_cHIGH_stTrue_r2,ani97_cHIGH_stFalse_r4,ani99_cLOW_stTrue_r7,ani99_cHIGH_stTrue_r6,ani95_cLOW_stTrue_r9,ani97_cLOW_stTrue_r3,ani100_cLOW_stFalse_r5,ani97_cLOW_stTrue_r2,ani100_cLOW_stFalse_r4,ani95_cLOW_stTrue_r8,ani99_cHIGH_stTrue_r7,ani97_cHIGH_stFalse_r5,ani99_cLOW_stTrue_r6,ani99_cLOW_stTrue_r4,ani97_cHIGH_stFalse_r7,ani99_cHIGH_stTrue_r5,ani100_cHIGH_stFalse_r9,ani100_cLOW_stFalse_r6,ani97_cLOW_stTrue_r0,ani100_cLOW_stFalse_r7,ani97_cLOW_stTrue_r1,ani99_cHIGH_stTrue_r4,ani100_cHIGH_stFalse_r8,ani99_cLOW_stTrue_r5,ani97_cHIGH_stFalse_r6,ani97_cHIGH_stTrue_r6,ani99_cHIGH_stFalse_r3,ani99_cHIGH_stFalse_r2,ani97_cHIGH_stTrue_r7,ani97_cHIGH_stTrue_r5,ani99_cHIGH_stFalse_r0,ani100_cLOW_stTrue_r9,ani100_cLOW_stTrue_r8,ani99_cHIGH_stFalse_r1,ani97_cHIGH_stTrue_r4,ani97_cHIGH_stTrue_r0,ani95_cLOW_stFalse_r9,ani99_cHIGH_stFalse_r5,ani99_cHIGH_stFalse_r4,ani95_cLOW_stFalse_r8,ani97_cHIGH_stTrue_r1,ani97_cHIGH_stTrue_r3,ani97_cLOW_stFalse_r9,ani99_cHIGH_stFalse_r6,ani99_cHIGH_stFalse_r7,ani97_cLOW_stFalse_r8,ani97_cHIGH_stTrue_r2,NegControl_LM,NegControl_MH1,NegControl_MH2,RM1_S001__insert_5000,RM2_S001__insert_270,RH_S001__insert_270,RL_S001__insert_270,RH_S003__insert_270,RM2_S002__insert_270,RM1_S002__insert_5000,RH_S002__insert_270,RH_S004__insert_270,RH_S005__insert_270
43674,5933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43675,0,0,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,1882,0,0,137616,0,0,0,0,0,0,0,0,0,0,44422,0,0,18226,0,0,0,0,0,0,0,0,0,9752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374436,0,0,0,0,0,0,0,0,0,0,0,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002,0,0,0,197672,0,0,0,0,0,0,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43687,5809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56604,0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43767,5268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65258,500,0,28208,61528,0,0,0,0,0,6220,52832,101664,0,0,0,0,0,0,49056,0,0,0,0,0,0,0,0,0,51152,44378,0,0,1472,0,0,0,0,11506,0,0,1586,0,0,0,4644,0,0,0,0,0,0,0,21578,24938,0,0,0,0,0,28490,2576,0,346958,0,0,0,0,0,0,0,0,29762,0,700,0,0,0,0,0,0,0,4694,18986,38928,136398,43716,0,82986,0,11438,0,0,17034,10924,0,0,2220,5316,0,0,82952,0,0,34560,0,242184,22114,3518,14052,0,52408,7130,0,0,0,0,25598,21856,0,100,0,0,56448,85364,0,0,2838,0,29604,0,0,0,0,0,0,0,0,0,0,0,0,0
43768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,7316,0,0,0,0,0,0,28,0,0,0,0,0,283320,0,0,0,0,0,0,0,0,0,0,0,0,32946,0,0,0,0,0,0,0,0,0,0,1942,0,0,0,0,0,0,0,0,0,0,0,0,6042,0,0,0,0,0,0,5280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16438,0,0,0,0,0,0,0,0,0,1866,22,0,0,0,0,0,0,0,0,0,13288,0,0,0,0,0,31180,694,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0
43769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325554,1288,0,0,0,0,0,738,11242,0,0,0,0,0,0,0,0,0,0,0,0,0,18014,0,0,0,0,3998,0,0,30282,0,0,0,0,6300,0,0,21314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,0,0,0,0,3912,0,0,0,0,0,0,0,0,0,6162,0,0,0,0,0,0,0,0,0,15312,0,0,922,0,0,0,0,0,0,0,0,0,0,18306,0,0,4808,515766,0,0,0,0,116690,1376,0,0,0,0,3480,28934,2034,0,0,31628,5188,0,0,0,0,0,0,0,0,0,0,0,0,0
43770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,906,0,0,17648,0,0,0,0,0,250,9344,0,0,0,0,0,0,0,6260,0,0,0,0,0,4620,0,40950,0,0,14598,0,0,55144,0,0,0,0,0,9954,0,19332,0,0,0,0,0,0,0,0,0,1382,0,35956,0,0,20436,0,0,0,4906,7874,0,0,5156,0,0,0,9204,64676,21418,20026,0,0,0,0,0,0,0,0,0,0,6856,0,0,0,758,0,0,0,0,0,0,2266,56,0,0,0,63864,0,0,0,0,57282,33054,1302,0,2684,40520,0,4786,38656,8924,0,0,0,0,18044,42768,0,0,1476,0,60190,3558,1662,650,6716,0,4370,0,0,0,0,0,0,0,0,0,0,0,0,0
43771,0,25000,0,0,9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29462,0,0,0,0,0,0,0,0,0,0,65378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9110,0,0,0,0,0,0,0,0,0,0,0,71766,0,0,12750,0,0,0,0,0,0,0,0,0,2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5736,33234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,0,0,0,0,0,0,0,0,0,1667268,0,0,5002,0,0,0,0,0,0,0,58,0,5242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3110,0,0,0,0,0,2854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11712,20330,0,0,0,0,0,17354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92020,0,0,0,0,0,0,0,0,0,0,6768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12434,0,0,0,0,0,0,0,1636,0,0,0,0,1086,0,0,0,0,0,0,0,85180,0,0,0,0,0,0,0,0,0,0,0,856,0,0,28034,0,0,0,0,0,0,0,0,0,21272,9016,0,0,4424,0,0,0,0,0,0,0,0,0,0,0,2476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,29269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2624,0,0,0,0,2288,0,0,0,0,0,0,0,7394,0,0,0,0,0,0,2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5632,0,0,433830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,0,4378,0,0,0,0,0,0,0,0,0,0,1710,0,0,0,0,0,104516,0,0,0,0,0,0,0,0,0,0,0,87236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,415674,0,0,0,0,0,0,0,0,0,0,0,0,84658,0,0,0,0,0,0,0,1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,0,0,1182,0,0,0,0,0,0,0,0,0,0,5324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85538,0,49505,0,0,44414,29442,49502
438855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215178,0,0,3360,0,0,2834,0,0,3636,0,0,0,0,0,0,18600,9364,0,246,0,0,0,0,16918,0,0,764,0,0,16502,0,47266,0,232346,4894,0,0,1200,0,0,0,0,7856,0,0,9796,0,0,0,878,3600,0,0,0,9170,0,0,0,0,258298,0,0,0,0,14410,0,0,234,0,0,17452,0,1272,0,351616,9860,30350,6182,104428,4932,0,15582,0,0,0,10328,103744,70408,20108,52360,55738,0,68688,0,715074,0,0,69496,241616,0,3406,0,23678,2314,0,1096018,0,283558,143922,0,114000,0,124798,17202,868,103134,255804,0,0,0,0,3510,8806,0,0,0,0,16620,12688,0,0,20464,0,18524,0,0,0,0,0,0,0,0,0,0,0,0,0
439375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90678,0,0,0,0,236,0,0,0,0,0,0,7704,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43948,5647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9076,0,0,0,0,0,0,0,0,0,0,1696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
