@SampleID: 28
@Version: 0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_GENOMEID

2	superkingdom	2	Bacteria	100.0
28112.3	strain	2|976|200643|171549|2005525|195950|28112|28112.3	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Tannerella|Tannerella forsythia|Unclassified Tannerella forsythia strain	0.0	denovo4139.0
28116.0	strain	2|976|200643|171549|815|816|28116|28116.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides ovatus|Unclassified Bacteroides ovatus strain	0.00110885233783	3141094.0
28116.1	strain	2|976|200643|171549|815|816|28116|28116.1	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides ovatus|Unclassified Bacteroides ovatus strain	0.0	3563235.0
28118.0	strain	2|976|200643|171549|1853231|283168|28118|28118.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Odoribacteraceae|Odoribacter|Odoribacter splanchnicus|Unclassified Odoribacter splanchnicus strain	0.0	denovo4458.0
28125.0	strain	2|976|200643|171549|171552|838|28125|28125.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella bivia|Unclassified Prevotella bivia strain	0.0	denovo1369.0
28128.0	strain	2|976|200643|171549|171552|838|28128|28128.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella corporis|Unclassified Prevotella corporis strain	0.0	denovo11165.0
28131.0	strain	2|976|200643|171549|171552|838|28131|28131.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella intermedia|Unclassified Prevotella intermedia strain	0.0	denovo11208.0
28131.1	strain	2|976|200643|171549|171552|838|28131|28131.1	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella intermedia|Unclassified Prevotella intermedia strain	0.0	denovo883.0
28131.2	strain	2|976|200643|171549|171552|838|28131|28131.2	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella intermedia|Unclassified Prevotella intermedia strain	0.0	denovo8413.0
28131.3	strain	2|976|200643|171549|171552|838|28131|28131.3	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella intermedia|Unclassified Prevotella intermedia strain	0.0	denovo3940.0
28131.4	strain	2|976|200643|171549|171552|838|28131|28131.4	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella intermedia|Unclassified Prevotella intermedia strain	0.00147846978377	denovo12370.0
28131.5	strain	2|976|200643|171549|171552|838|28131|28131.5	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella intermedia|Unclassified Prevotella intermedia strain	0.0	999986.0
28132.0	strain	2|976|200643|171549|171552|838|28132|28132.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella melaninogenica|Unclassified Prevotella melaninogenica strain	0.0	denovo5454.0
650150	strain	2|1239|526524|526525|128827|1647|1648|650150	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelothrix|Erysipelothrix rhusiopathiae	0.0	denovo8648.0
28136.0	strain	2|976|200643|171549|171552|838|28136|28136.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella oulorum|Unclassified Prevotella oulorum strain	0.0	denovo10393.1
142588.0	strain	2|1239|91061|186826|186828|142587|142588|142588.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Isobaculum|Isobaculum melis|Unclassified Isobaculum melis strain	0.0	denovo4615.0
693746	strain	2|1239|186801|186802|216572|459786|351091|693746	Bacteria|Firmicutes|Clostridia|Clostridiales|Oscillospiraceae|Oscillibacter|Oscillibacter valericigenes	0.0185	denovo9179.0
1526.0	strain	2|1239|186801|186802|186803|1506553|1526|1526.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] aminophilum|Unclassified [Clostridium] aminophilum strain	0.0	denovo5426.0
1526.1	strain	2|1239|186801|186802|186803|1506553|1526|1526.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] aminophilum|Unclassified [Clostridium] aminophilum strain	0.0	4442899.0
1527.0	strain	2|1239|186801|186802|186803|1843210|1527|1527.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerocolumna|Anaerocolumna aminovalerica|Unclassified Anaerocolumna aminovalerica strain	0.0	271602.0
1007096	strain	2|1239|186801|186802|216572|459786|1263547|1007096	Bacteria|Firmicutes|Clostridia|Clostridiales|Oscillospiraceae|Oscillibacter|Oscillibacter ruminantium	0.0	167509.1
1531.0	strain	2|1239|186801|186802|186803|1506553|1531|1531.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] clostridioforme|Unclassified [Clostridium] clostridioforme strain	0.0	264225.0
1531.1	strain	2|1239|186801|186802|186803|1506553|1531|1531.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] clostridioforme|Unclassified [Clostridium] clostridioforme strain	0.0	189585.0
1531.2	strain	2|1239|186801|186802|186803|1506553|1531|1531.2	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] clostridioforme|Unclassified [Clostridium] clostridioforme strain	0.000184808722972	191811.0
1532.0	strain	2|1239|186801|186802|186803|572511|1532|1532.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia coccoides|Unclassified Blautia coccoides strain	0.000858373827738	193680.0
1280.0	strain	2|1239|91061|1385|90964|1279|1280|1280.0	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus|Unclassified Staphylococcus aureus strain	0.0	4312974.0
1280.1	strain	2|1239|91061|1385|90964|1279|1280|1280.1	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus aureus|Unclassified Staphylococcus aureus strain	0.0	70830.1
1033731	strain	2|976|200643|171549|171550|239759|1465754|1033731	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes timonensis	0.0	1107652.0
1033732	strain	2|976|200643|171549|171550|239759|1288121|1033732	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes senegalensis	0.0	denovo2990.1
1150474	strain	2|200918|188708|1769716|1769717|1495038|1495039|1150474	Bacteria|Thermotogae|Thermotogae|Mesoaciditogales|Mesoaciditogaceae|Mesoaciditoga|Mesoaciditoga lauensis	0.0	denovo4306.0
1588748.0	strain	2|1239|909932|1843489|31977|1588748|1588748.0	Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Veillonellaceae bacterium KA00182|Unclassified Veillonellaceae bacterium KA00182 strain	0.0	denovo4594.0
1588749.0	strain	2|976|200643|171549|171551|1588749|1588749.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonadaceae bacterium KA00676|Unclassified Porphyromonadaceae bacterium KA00676 strain	0.0	162639.0
397291.0	strain	2|1239|186801|186802|186803|397291|397291.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium A4|Unclassified Lachnospiraceae bacterium A4 strain	0.000184808722972	denovo2333.0
445970	strain	2|976|200643|171549|171550|239759|28117|445970	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes putredinis	0.0	575041.0
445971	strain	2|1239|186801|186802|186806|264995|214853|445971	Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Anaerofustis|Anaerofustis stercorihominis	0.0	727945.0
445972	strain	2|1239|186801|186802|541000|244127|169435|445972	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Anaerotruncus|Anaerotruncus colihominis	0.085	270448.1
1050201	strain	2|1239|526524|526525|128827|174708|174709|1050201	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Allobaculum|Allobaculum stercoricanis	0.0	276236.0
1750560.0	strain	2|976|200643|171549|2005525|375288|1750560|1750560.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides sp. SN4|Unclassified Parabacteroides sp. SN4 strain	0.0	denovo9105.0
671267.0	strain	2|976|200643|171549|815|816|671267|671267.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sartorii|Unclassified Bacteroides sartorii strain	0.0	3600504.0
515622	strain	2|1239|186801|186802|186803|830|43305|515622	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio proteoclasticus	0.0	denovo10014.0
1725361.0	strain	2|1239|91061|186826|186828|117563|1725361|1725361.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Granulicatella|Granulicatella sp. 572.rep1_STHE|Unclassified Granulicatella sp. 572.rep1_STHE strain	0.0	denovo7784.1
722472.0	strain	2|1224|28211|356|41294|374|722472|722472.0	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Bradyrhizobiaceae|Bradyrhizobium|Bradyrhizobium lablabi|Unclassified Bradyrhizobium lablabi strain	0.0	573135.0
509191	strain	2|1239|186801|186802|541000|35829|35830|509191	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Acetivibrio|Acetivibrio cellulolyticus	0.0	denovo2417.0
1580.0	strain	2|1239|91061|186826|33958|1578|1580|1580.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus brevis|Unclassified Lactobacillus brevis strain	0.000184808722972	4379247.0
349741	strain	2|74201|203494|48461|1647988|239934|239935|349741	Bacteria|Verrucomicrobia|Verrucomicrobiae|Verrucomicrobiales|Akkermansiaceae|Akkermansia|Akkermansia muciniphila	0.0	denovo7759.0
1582.0	strain	2|1239|91061|186826|33958|1578|1582|1582.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus casei|Unclassified Lactobacillus casei strain	0.0478654592497	135956.0
1582.1	strain	2|1239|91061|186826|33958|1578|1582|1582.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus casei|Unclassified Lactobacillus casei strain	0.0	denovo9496.0
1410610.0	strain	2|1239|186801|186802|186803|830|1410610|1410610.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. NC2002|Unclassified Butyrivibrio sp. NC2002 strain	0.0	176853.0
1587.0	strain	2|1239|91061|186826|33958|1578|1587|1587.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus helveticus|Unclassified Lactobacillus helveticus strain	0.0	denovo1685.1
1587.1	strain	2|1239|91061|186826|33958|1578|1587|1587.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus helveticus|Unclassified Lactobacillus helveticus strain	0.0182674660751	463794.1
1410613.0	strain	2|976|200643|171549|171552|838|1410613|1410613.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella sp. P6B1|Unclassified Prevotella sp. P6B1 strain	0.00240251339863	denovo5418.0
1590.0	strain	2|1239|91061|186826|33958|1578|1590|1590.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus plantarum|Unclassified Lactobacillus plantarum strain	0.0	denovo9575.0
1590.1	strain	2|1239|91061|186826|33958|1578|1590|1590.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus plantarum|Unclassified Lactobacillus plantarum strain	0.0	denovo4995.0
1590.2	strain	2|1239|91061|186826|33958|1578|1590|1590.2	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus plantarum|Unclassified Lactobacillus plantarum strain	0.00166327850675	4397402.0
1590.3	strain	2|1239|91061|186826|33958|1578|1590|1590.3	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus plantarum|Unclassified Lactobacillus plantarum strain	0.0	denovo4507.0
1590.4	strain	2|1239|91061|186826|33958|1578|1590|1590.4	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus plantarum|Unclassified Lactobacillus plantarum strain	0.0	denovo13122.0
1590.5	strain	2|1239|91061|186826|33958|1578|1590|1590.5	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus plantarum|Unclassified Lactobacillus plantarum strain	0.0	137043.0
1590.6	strain	2|1239|91061|186826|33958|1578|1590|1590.6	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus plantarum|Unclassified Lactobacillus plantarum strain	0.0	denovo12438.0
1410616.0	strain	2|1239|186801|186802|186803|46205|1410616|1410616.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio sp. MD2005|Unclassified Pseudobutyrivibrio sp. MD2005 strain	0.0	176952.0
1410617.0	strain	2|1239|186801|186802|541000|1263|1410617|1410617.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus sp. FC2018|Unclassified Ruminococcus sp. FC2018 strain	0.0	4417539.0
1596.0	strain	2|1239|91061|186826|33958|1578|1596|1596.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus gasseri|Unclassified Lactobacillus gasseri strain	0.0	denovo717.1
1410621.0	strain	2|1239|186801|186802|186803|1410621|1410621.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium AD3010|Unclassified Lachnospiraceae bacterium AD3010 strain	0.0	321902.0
1410622.0	strain	2|1239|186801|186802|186803|1410622|1410622.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium C6A11|Unclassified Lachnospiraceae bacterium C6A11 strain	0.0	259983.0
1599.0	strain	2|1239|91061|186826|33958|1578|1599|1599.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus sakei|Unclassified Lactobacillus sakei strain	0.000369617445943	182764.0
1599.1	strain	2|1239|91061|186826|33958|1578|1599|1599.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus sakei|Unclassified Lactobacillus sakei strain	0.0	288521.0
1410625.0	strain	2|1239|186801|186802|186803|1410625|1410625.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium MD2004|Unclassified Lachnospiraceae bacterium MD2004 strain	0.0	172161.1
1410626.0	strain	2|1239|186801|186802|186803|1410626|1410626.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium NC2004|Unclassified Lachnospiraceae bacterium NC2004 strain	0.0	322900.1
1604.0	strain	2|1239|91061|186826|33958|1578|1604|1604.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus amylovorus|Unclassified Lactobacillus amylovorus strain	0.0	166911.0
1410630.0	strain	2|1239|186801|186802|186803|1410630|1410630.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium P6A3|Unclassified Lachnospiraceae bacterium P6A3 strain	0.0	331878.0
1410632.0	strain	2|1239|186801|186802|186803|1410632|1410632.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium V9D3004|Unclassified Lachnospiraceae bacterium V9D3004 strain	0.0	denovo6995.1
1121866	strain	2|201174|84998|1643822|1643826|580024|580026|1121866	Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Enterorhabdus|Enterorhabdus mucosicola	0.497	245324.1
1078090.0	strain	2|1239|186801|186802|186803|33042|1078090|1078090.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Coprococcus|Coprococcus sp. HPP0074|Unclassified Coprococcus sp. HPP0074 strain	0.0	267406.0
1410638.0	strain	2|1239|186801|186802|541000|1410638|1410638.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcaceae bacterium AB4001|Unclassified Ruminococcaceae bacterium AB4001 strain	0.0	190114.0
1226322.0	strain	2|1239|186801|186802|216572|459786|1226322|1226322.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Oscillospiraceae|Oscillibacter|Oscillibacter sp. KLE 1728|Unclassified Oscillibacter sp. KLE 1728 strain	0.000554426168915	272953.0
1226323.0	strain	2|1239|186801|186802|216572|459786|1226323|1226323.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Oscillospiraceae|Oscillibacter|Oscillibacter sp. KLE 1745|Unclassified Oscillibacter sp. KLE 1745 strain	0.0	182061.0
1226324.0	strain	2|1239|186801|186802|186803|572511|1226324|1226324.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia sp. KLE 1732|Unclassified Blautia sp. KLE 1732 strain	0.0	denovo11903.1
264462	strain	2|1224|1553900|213481|213483|958|959|264462	Bacteria|Proteobacteria|Oligoflexia|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio bacteriovorus	0.0	4405128.0
1624.0	strain	2|1239|91061|186826|33958|1578|1624|1624.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus salivarius|Unclassified Lactobacillus salivarius strain	0.0	denovo3777.0
1624.1	strain	2|1239|91061|186826|33958|1578|1624|1624.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus salivarius|Unclassified Lactobacillus salivarius strain	0.0	269125.1
1624.2	strain	2|1239|91061|186826|33958|1578|1624|1624.2	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus salivarius|Unclassified Lactobacillus salivarius strain	0.0	289627.0
1624.3	strain	2|1239|91061|186826|33958|1578|1624|1624.3	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus salivarius|Unclassified Lactobacillus salivarius strain	0.0	denovo4635.0
1410649	strain	2|1239|186801|186802|186803|572511|180164|1410649	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia schinkii	0.0	166664.1
1410650	strain	2|1239|186801|186802|186803|830|43305|1410650	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio proteoclasticus	0.0	129394.0
1226333	strain	2|1239|91061|186826|33958|1578|1587|1226333	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus helveticus	0.0	171232.0
1630.0	strain	2|1239|526524|526525|128827|1279388|1630|1630.0	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Kandleria|Kandleria vitulina|Unclassified Kandleria vitulina strain	0.0	831301.0
1630.1	strain	2|1239|526524|526525|128827|1279388|1630|1630.1	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Kandleria|Kandleria vitulina|Unclassified Kandleria vitulina strain	0.000739234891887	180869.0
1630.2	strain	2|1239|526524|526525|128827|1279388|1630|1630.2	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Kandleria|Kandleria vitulina|Unclassified Kandleria vitulina strain	0.0	4449984.1
208479.0	strain	2|1239|186801|186802|186803|1506553|208479|208479.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] bolteae|Unclassified [Clostridium] bolteae strain	0.0	4365109.0
1130080.0	strain	2|1239|91061|186826|186828|99906|1130080|1130080.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Alkalibacterium|Alkalibacterium gilvum|Unclassified Alkalibacterium gilvum strain	0.000184808722972	denovo9553.0
1410657.0	strain	2|1239|526524|526525|128827|1279388|1630|1410657.0	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Kandleria|Kandleria vitulina|Kandleria vitulina DSM 20405 (genome 0)	0.0	denovo1773.0
1410657.1	strain	2|1239|526524|526525|128827|1279388|1630|1410657.1	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Kandleria|Kandleria vitulina|Kandleria vitulina DSM 20405 (genome 1)	0.0	denovo9942.1
1410658	strain	2|1239|526524|526525|128827|1279388|1630|1410658	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Kandleria|Kandleria vitulina	0.0	denovo9081.0
1917883.0	strain	2|976|200643|171549|815|816|1917883|1917883.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp. Marseille-P3166|Unclassified Bacteroides sp. Marseille-P3166 strain	0.000369617445943	denovo10243.0
1321822	strain	2|976|200643|171549|171551|836|837|1321822	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis	0.0	denovo725.0
1410661	strain	2|1239|186801|186802|186803|28050|28051|1410661	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospira|Lachnospira multipara	0.0185	184470.0
1410662	strain	2|1239|186801|186802|186803|28050|28051|1410662	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospira|Lachnospira multipara	0.0185	denovo8158.0
1410666	strain	2|976|200643|171549|171552|838|83231|1410666	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella brevis	0.1848	denovo9909.0
1033837	strain	2|1239|91061|186826|33958|1578|267818|1033837	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus kefiranofaciens	0.1663	47365.0
1410670	strain	2|1239|186801|186802|541000|1263|1265|1410670	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens	0.0048	denovo12694.0
700015	strain	2|201174|84998|84999|84107|33870|33871|700015	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Coriobacterium|Coriobacterium glomerans	0.0	344828.0
1410672	strain	2|1239|186801|186802|541000|1263|1265|1410672	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens	0.0463	2883968.0
689781.0	strain	2|1239|186801|186802|186803|265975|689781|689781.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Oribacterium|Oribacterium sp. NK2B42|Unclassified Oribacterium sp. NK2B42 strain	0.000184808722972	270730.0
1917887.0	strain	2|976|200643|171549|2005525|375288|1917887|1917887.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides sp. Marseille-P3160|Unclassified Parabacteroides sp. Marseille-P3160 strain	0.000369617445943	denovo1959.0
1200749.0	strain	2|1239|186801|186802|186803|1200749|1200749.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium G41|Unclassified Lachnospiraceae bacterium G41 strain	0.0	289315.1
1496722.0	strain	2|1239|186801|186802|186803|830|1496722|1496722.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. AE2005|Unclassified Butyrivibrio sp. AE2005 strain	0.00028834303942	182712.1
1121950	strain	2|1239|186801|186802|186803|241189|180311|1121950	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Hespellia|Hespellia stercorisuis	0.0185	4424327.0
1197728	strain	2|976|200643|171549|171552|838|340486|1197728	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella conceptionensis	0.0	denovo4456.0
536231	strain	2|1239|186801|186802|186803|841|166486|536231	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia|Roseburia intestinalis	0.0	14094.0
720554	strain	2|1239|186801|186802|541000|1508657|288965|720554	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] clariflavum	0.0	827592.0
585394	strain	2|1239|186801|186802|186803|841|301301|585394	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Roseburia|Roseburia hominis	0.0	denovo12645.0
1280703	strain	2|1239|186801|186802|186803|830|831|1280703	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio fibrisolvens	0.0	310407.0
511680	strain	2|1239|186801|186802|186803|830|45851|511680	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio crossotus	0.0	denovo9776.1
997896	strain	2|1239|186801|186802|186803|1506553|208479|997896	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] bolteae	0.0	denovo2276.0
1736.0	strain	2|1239|186801|186802|186806|1730|1736|1736.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|Eubacterium limosum|Unclassified Eubacterium limosum strain	0.000184808722972	185222.0
1138384	strain	2|1239|186801|186802|541000|1508657|1515|1138384	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|Ruminiclostridium thermocellum	0.0	denovo8298.0
1898203.0	strain	2|1239|186801|186802|186803|1898203|1898203.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium|Unclassified Lachnospiraceae bacterium strain	0.000739234891887	1105328.0
1898203.1	strain	2|1239|186801|186802|186803|1898203|1898203.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium|Unclassified Lachnospiraceae bacterium strain	0.0	denovo6995.0
925409.0	strain	2|976|1853228|1853229|563835|1612198|925409|925409.0	Bacteria|Bacteroidetes|Chitinophagia|Chitinophagales|Chitinophagaceae|Asinibacterium|Asinibacterium sp. OR53|Unclassified Asinibacterium sp. OR53 strain	0.0	4394913.0
1851429.0	strain	2|1239|186801|186802|990719|990721|1851429|1851429.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Christensenellaceae|Christensenella|Christensenella sp. AF73-05CM02|Unclassified Christensenella sp. AF73-05CM02 strain	0.00110885233783	665703.0
