@SampleID:
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
62322.2	strain	2|1224|1236|135622|267890|22|62322|62322.2	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella baltica|Shewanella baltica strain	0.0173	Otu1040	2
62322.3	strain	2|1224|1236|135622|267890|22|62322|62322.3	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella baltica|Shewanella baltica strain	0.0173	Otu255	2
1592728.1	strain	2157|28890|183963|2235|2236|2237|1592728|1592728.1	Archaea|Euryarchaeota|Halobacteria|Halobacteriales|Halobacteriaceae|Haloarcula|Haloarcula sp. CBA1115|Haloarcula sp. CBA1115 strain	0.0000	Otu2215	2157
62322.1	strain	2|1224|1236|135622|267890|22|62322|62322.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella baltica|Shewanella baltica strain	0.0086	Otu1219	2
290400.1	strain	2|1224|28211|204455|31989|188905|290400|290400.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Jannaschia|Jannaschia sp. CCS1|Jannaschia sp. CCS1 strain	0.0000	Otu719.0	188905
62322.7	strain	2|1224|1236|135622|267890|22|62322|62322.7	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella baltica|Shewanella baltica strain	0.0000	Otu1225	2
62322.4	strain	2|1224|1236|135622|267890|22|62322|62322.4	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella baltica|Shewanella baltica strain	0.0000	Otu1519	2
62322.5	strain	2|1224|1236|135622|267890|22|62322|62322.5	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella baltica|Shewanella baltica strain	0.0000	Otu2455	2
62322.8	strain	2|1224|1236|135622|267890|22|62322|62322.8	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella baltica|Shewanella baltica strain	0.0173	Otu564	2
62322.9	strain	2|1224|1236|135622|267890|22|62322|62322.9	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella baltica|Shewanella baltica strain	0.0000	Otu1263	2
29494.1	strain	2|1224|1236|135623|641|662|29494|29494.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio furnissii|Vibrio furnissii strain	0.0000	Otu1123	2
979.3	strain	2|976|117743|200644|49546|104264|979|979.3	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga lytica|Cellulophaga lytica strain	0.0000	Otu626.0	49546
1420916.1	strain	2|1224|1236|135622|72275|2742|1420916|1420916.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter|Marinobacter similis|Marinobacter similis strain	0.0086	Otu331.0	72275
1246.1	strain	2|1239|91061|186826|81850|1243|1246|1246.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Leuconostoc|Leuconostoc lactis|Leuconostoc lactis strain	0.0173	Otu2044	2
349106.1	strain	2|1224|1236|72274|468|497|349106|349106.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Psychrobacter|Psychrobacter sp. PRwf-1|Psychrobacter sp. PRwf-1 strain	0.0000	Otu1242	2
32644.40	strain	||||||32644|32644.40	||||||unidentified|unidentified strain	0.2100	RNODE_89_length_4251_cov_3.70418	32644
168934.1	strain	2|1224|28211|204441|41295|168934||168934.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Thalassospira||Thalassospira strain	0.0017	Otu61.1	41295
1336802.1	strain	2|976|117743|200644|49546|363408|1336802|1336802.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens sp. Hel1_33_55|Nonlabens sp. Hel1_33_55 strain	0.0000	Otu1957.0	49546
1723645.1	strain	2|201174|1760|85007|85025|1827|1723645|1723645.1	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Nocardiaceae|Rhodococcus|Rhodococcus sp. 008|Rhodococcus sp. 008 strain	0.0000	Otu1272	2
1920883.1	strain	2|1224|28211|204455|31989|393277|1920883|1920883.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Donghicola|Donghicola sp. JLT3646|Donghicola sp. JLT3646 strain	0.0004	Otu122.1	31989
2748.1	strain	2|1239|91061|186826|186828|2747|2748|2748.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Carnobacterium|Carnobacterium divergens|Carnobacterium divergens strain	0.0086	Otu684	2
40214.1	strain	2|1224|1236|72274|468|469|40214|40214.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter|Acinetobacter johnsonii|Acinetobacter johnsonii strain	0.0000	Otu2153	2
1188228.1	strain	2|1117||1955042|1955043|1188227|1188228|1188228.1	Bacteria|Cyanobacteria||Gloeoemargaritales|Gloeomargaritaceae|Gloeomargarita|Gloeomargarita lithophora|Gloeomargarita lithophora strain	0.0863	Otu453	2
543877.1	strain	2|1224|28211|204457|335929|361177|543877|543877.1	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Altererythrobacter|Altererythrobacter marensis|Altererythrobacter marensis strain	0.0000	Otu909	2
143222.1	strain	2|976|117743|200644|49546|143222||143222.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Salegentibacter||Salegentibacter strain	0.0000	Otu447.1	49546
1737403.1	strain	2157|1462430|1051663||||1737403|1737403.1	Archaea|Candidatus Nanohaloarchaeota|Nanohaloarchaea||||Nanohaloarchaea archaeon SG9|Nanohaloarchaea archaeon SG9 strain	0.0518	Otu1204	2157
1510.1	strain	2|1239|186801|186802|541000|1508657|1510|1510.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|[Clostridium] stercorarium|[Clostridium] stercorarium strain	0.0173	Otu496.0	541000
45658.2	strain	2|1224|1236|135623|641|662|45658|45658.2	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio scophthalmi|Vibrio scophthalmi strain	0.0518	Otu78	2
45658.1	strain	2|1224|1236|135623|641|662|45658|45658.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio scophthalmi|Vibrio scophthalmi strain	0.0000	Otu1791	2
2336.4	strain	2|200918|188708|2419|188709|2335|2336|2336.4	Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga|Thermotoga maritima|Thermotoga maritima strain	0.0345	Otu681	2
351091.1	strain	2|1239|186801|186802|216572|459786|351091|351091.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Oscillospiraceae|Oscillibacter|Oscillibacter valericigenes|Oscillibacter valericigenes strain	0.0259	Otu271	2
2336.5	strain	2|200918|188708|2419|188709|2335|2336|2336.5	Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga|Thermotoga maritima|Thermotoga maritima strain	0.0086	Otu1534	2
99286.2	strain	2|976|117743|200644|49546|237|99286|99286.2	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium frigidarium|Flavobacterium frigidarium strain	0.0000	Otu429.0	49546
99286.1	strain	2|976|117743|200644|49546|237|99286|99286.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Flavobacterium|Flavobacterium frigidarium|Flavobacterium frigidarium strain	0.0000	Otu521.0	49546
39765.1	strain	2|1224|1236|72273|135616|933|39765|39765.1	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Thiomicrospira|Thiomicrospira crunogena|Thiomicrospira crunogena strain	0.0086	Otu1719	2
188908.1	strain	2|1224|1236|135619|135620|188907|188908|188908.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Oleispira|Oleispira antarctica|Oleispira antarctica strain	0.0259	Otu800.0	135620
2014.1	strain	2|201174|1760|85012|83676|2013|2014|2014.1	Bacteria|Actinobacteria|Actinobacteria|Streptosporangiales|Nocardiopsaceae|Nocardiopsis|Nocardiopsis dassonvillei|Nocardiopsis dassonvillei strain	0.0173	Otu1433	2
1699311.1	strain	2|1224|1236|72274|135621|286|1699311|1699311.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas sp. P1.31|Pseudomonas sp. P1.31 strain	0.0000	Otu1607	2
54248.1	strain	2157|28889|183924|114380|2307|54247|54248|54248.1	Archaea|Crenarchaeota|Thermoprotei|Desulfurococcales|Pyrodictiaceae|Hyperthermus|Hyperthermus butylicus|Hyperthermus butylicus strain	1.9161	Otu11	2157
39152.4	strain	2157|28890|183939|2182|2183|2184|39152|39152.4	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanococcaceae|Methanococcus|Methanococcus maripaludis|Methanococcus maripaludis strain	0.0000	Otu2304	2157
39152.1	strain	2157|28890|183939|2182|2183|2184|39152|39152.1	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanococcaceae|Methanococcus|Methanococcus maripaludis|Methanococcus maripaludis strain	0.0000	Otu2078	2157
39152.3	strain	2157|28890|183939|2182|2183|2184|39152|39152.3	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanococcaceae|Methanococcus|Methanococcus maripaludis|Methanococcus maripaludis strain	0.0173	Otu2189	2157
39152.2	strain	2157|28890|183939|2182|2183|2184|39152|39152.2	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanococcaceae|Methanococcus|Methanococcus maripaludis|Methanococcus maripaludis strain	0.0000	Otu1022	2157
43658.1	strain	2|1224|1236|135622|267888|53246|43658|43658.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas|Pseudoalteromonas rubra|Pseudoalteromonas rubra strain	0.0000	Otu865	2
914150.1	strain	2|1224|1236|135619|1920240|261963|914150|914150.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Kangiellaceae|Kangiella|Kangiella geojedonensis|Kangiella geojedonensis strain	0.0518	Otu132	2
488546.1	strain	2|1224|29547|213849|72294|194|488546|488546.1	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Campylobacter|Campylobacter peloridis|Campylobacter peloridis strain	0.0086	Otu1002.0	72294
32644.55	strain	||||||32644|32644.55	||||||unidentified|unidentified strain	0.0711	RNODE_154_length_1869_cov_12.27991	32644
399736.1	strain	2|201174|1760|85006|85023|46352|399736|399736.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Agrococcus|Agrococcus jejuensis|Agrococcus jejuensis strain	0.0086	Otu2233.0	85023
1816218.1	strain	2|1224|1236|135622|267889|28228|1816218|1816218.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Colwelliaceae|Colwellia|Colwellia sp. PAMC 20917|Colwellia sp. PAMC 20917 strain	0.0000	Otu1240.0	28228
1612551.1	strain	2|201174|1760|85010|2070|65496|1612551|1612551.1	Bacteria|Actinobacteria|Actinobacteria|Pseudonocardiales|Pseudonocardiaceae|Actinoalloteichus|Actinoalloteichus sp. GBA129-24|Actinoalloteichus sp. GBA129-24 strain	0.0000	Otu1746	2
138563.2	strain	2|1224|29547|213849|72293|209|138563|138563.2	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter cetorum|Helicobacter cetorum strain	0.0000	Otu2300	2
657445.3	strain	2|1224|1236|72273|34064|262|657445|657445.3	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella noatunensis|Francisella noatunensis strain	0.0000	Otu608	2
138563.1	strain	2|1224|29547|213849|72293|209|138563|138563.1	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Helicobacter|Helicobacter cetorum|Helicobacter cetorum strain	0.0000	Otu1958.0	72293
1547283.1	strain	2|1239|91061|1385|186817|1386|1547283|1547283.1	Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus weihaiensis|Bacillus weihaiensis strain	0.0000	Otu1160	2
40269.19	strain	2|1224|1236|135623|641|511678|40269|40269.19	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.1381	Otu136	2
313603.1	strain	2|976|117743|200644|49546|252356|313603|313603.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Maribacter|Maribacter sp. HTCC2170|Maribacter sp. HTCC2170 strain	0.0000	Otu1267.0	252356
1792508.1	strain	2|1224|28211|204455|31989|354203|1792508|1792508.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Yangia|Yangia sp. CCB-MM3|Yangia sp. CCB-MM3 strain	0.0863	Otu683.0	31989
32644.69	strain	||||||32644|32644.69	||||||unidentified|unidentified strain	0.0677	RNODE_90_length_1469_cov_9.25017	32644
246969.1	strain	2157|28890|183968|2258|2259|2263|246969|246969.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus sp. AM4|Thermococcus sp. AM4 strain	0.0518	Otu1381	2157
1541959.1	strain	2|544448||||1912503|1541959|1541959.1	Bacteria|Tenericutes||||Candidatus Izimaplasma|Candidatus Izimaplasma sp. HR1|Candidatus Izimaplasma sp. HR1 strain	0.0173	Otu218	2
657445.2	strain	2|1224|1236|72273|34064|262|657445|657445.2	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Francisellaceae|Francisella|Francisella noatunensis|Francisella noatunensis strain	0.0173	Otu1543	2
300231.1	strain	2|1224|1236|135622|72275|89404|300231|300231.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Glaciecola|Glaciecola nitratireducens|Glaciecola nitratireducens strain	0.0259	Otu229.0	72275
32644.81	strain	||||||32644|32644.81	||||||unidentified|unidentified strain	0.1051	RNODE_368_length_1901_cov_5.06386	32644
32644.80	strain	||||||32644|32644.80	||||||unidentified|unidentified strain	0.0582	RNODE_364_length_1571_cov_3.81278	32644
32644.87	strain	||||||32644|32644.87	||||||unidentified|unidentified strain	0.1433	RNODE_91_length_2298_cov_6.78822	32644
32644.86	strain	||||||32644|32644.86	||||||unidentified|unidentified strain	0.2444	RNODE_443_length_1591_cov_6.87251	32644
32644.85	strain	||||||32644|32644.85	||||||unidentified|unidentified strain	0.0783	RNODE_68_length_2493_cov_6.03116	32644
32644.84	strain	||||||32644|32644.84	||||||unidentified|unidentified strain	0.0751	RNODE_544_length_1578_cov_361.93923	32644
32644.88	strain	||||||32644|32644.88	||||||unidentified|unidentified strain	0.0749	RNODE_166_length_2298_cov_14.88049	32644
2746.1	strain	2|1224|1236|135619|28256|2745|2746|2746.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas elongata|Halomonas elongata strain	0.0009	Otu595.1	28256
120576.1	strain	2|1224|28211|356|118882|234|120576|120576.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Brucella|Brucella pinnipedialis|Brucella pinnipedialis strain	0.0000	Otu576	2
411153.1	strain	2|976|117743|200644|49546|292691|411153|411153.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella|Gramella forsetii|Gramella forsetii strain	0.0173	Otu489.0	49546
29486.2	strain	2|1224|1236|91347|1903411|629|29486|29486.2	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia ruckeri|Yersinia ruckeri strain	0.0000	Otu1264	2
29486.1	strain	2|1224|1236|91347|1903411|629|29486|29486.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia ruckeri|Yersinia ruckeri strain	0.0000	Otu2276	2
326544.1	strain	2|1224|1236|135622|72275|1621534|326544|326544.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Paraglaciecola|Paraglaciecola psychrophila|Paraglaciecola psychrophila strain	0.0162	Otu183.0	72275
19.1	strain	2|1224|28221|69541|213421|18|19|19.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Pelobacter|Pelobacter carbinolicus|Pelobacter carbinolicus strain	0.0009	Otu3.0	213421
45202.78	strain	||||||45202|45202.78	||||||unidentified plasmid|unidentified plasmid strain	0.0654	RNODE_479_length_5023_cov_17.63107	45202
45202.79	strain	||||||45202|45202.79	||||||unidentified plasmid|unidentified plasmid strain	0.1165	RNODE_336_length_3563_cov_7.20249	45202
45202.76	strain	||||||45202|45202.76	||||||unidentified plasmid|unidentified plasmid strain	0.0406	RNODE_122_length_6709_cov_4.03320	45202
45202.77	strain	||||||45202|45202.77	||||||unidentified plasmid|unidentified plasmid strain	0.2089	RNODE_435_length_5602_cov_25.16136	45202
45202.74	strain	||||||45202|45202.74	||||||unidentified plasmid|unidentified plasmid strain	0.1287	RNODE_440_length_3551_cov_9.74435	45202
636.1	strain	2|1224|1236|91347|1903412|635|636|636.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella tarda|Edwardsiella tarda strain	0.0000	Otu1743	2
45202.72	strain	||||||45202|45202.72	||||||unidentified plasmid|unidentified plasmid strain	2.4461	RNODE_109_length_1521_cov_3.43229	45202
45202.73	strain	||||||45202|45202.73	||||||unidentified plasmid|unidentified plasmid strain	0.1773	RNODE_355_length_1663_cov_6.12066	45202
45202.70	strain	||||||45202|45202.70	||||||unidentified plasmid|unidentified plasmid strain	0.2392	RNODE_324_length_1537_cov_10.20528	45202
45202.71	strain	||||||45202|45202.71	||||||unidentified plasmid|unidentified plasmid strain	0.0761	RNODE_98_length_2627_cov_21.08829	45202
53633.1	strain	2|1239|186801|186802|539000|28033|53633|53633.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XVII. Incertae Sedis|Sulfobacillus|Sulfobacillus acidophilus|Sulfobacillus acidophilus strain	0.0690	Otu1445	2
118000.1	strain	2|200930|68337|191393|191394|117999|118000|118000.1	Bacteria|Deferribacteres|Deferribacteres|Deferribacterales|Deferribacteraceae|Denitrovibrio|Denitrovibrio acetiphilus|Denitrovibrio acetiphilus strain	0.0000	Otu2027	2
797277.1	strain	2|1224|1236|72274|135621|286|797277|797277.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas litoralis|Pseudomonas litoralis strain	0.0000	Otu2253	2
1336794.1	strain	2|976|117743|200644|49546|225842|1336794|1336794.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa sp. Hel1_33_131|Formosa sp. Hel1_33_131 strain	0.0000	Otu447.0	49546
1620392.1	strain	2|1224|1236|1706369|1706375|630749|1620392|1620392.1	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Spongiibacteraceae|Spongiibacter|Spongiibacter sp. IMCC21906|Spongiibacter sp. IMCC21906 strain	0.0432	Otu1065	2
55601.12	strain	2|1224|1236|135623|641|662|55601|55601.12	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio anguillarum|Vibrio anguillarum strain	0.0000	Otu596	2
29542.1	strain	2|1224|28221|69541|213421|18|29542|29542.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfuromonadales|Desulfuromonadaceae|Pelobacter|Pelobacter acetylenicus|Pelobacter acetylenicus strain	0.0164	Otu3.1	213421
32644.74	strain	||||||32644|32644.74	||||||unidentified|unidentified strain	0.2462	RNODE_134_length_2327_cov_32.11800	32644
40269.2	strain	2|1224|1236|135623|641|511678|40269|40269.2	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.0086	Otu2446	2
444103.1	strain	2|201174|1760|85011|2062|1883|444103|444103.1	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces|Streptomyces sp. CNQ-509|Streptomyces sp. CNQ-509 strain	0.0000	Otu2439	2
1712654.1	strain	2157|28890|183968|2258|2259|2263|1712654|1712654.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus piezophilus|Thermococcus piezophilus strain	0.0000	Otu750	2157
1295392.1	strain	2|1224|1236|135623|641|657|1295392|1295392.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Photobacterium|Photobacterium gaetbulicola|Photobacterium gaetbulicola strain	0.0432	Otu483	2
55601.11	strain	2|1224|1236|135623|641|662|55601|55601.11	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio anguillarum|Vibrio anguillarum strain	0.0000	Otu860	2
32644.38	strain	||||||32644|32644.38	||||||unidentified|unidentified strain	1.8133	RNODE_528_length_4221_cov_4.74329	32644
32644.39	strain	||||||32644|32644.39	||||||unidentified|unidentified strain	0.0395	RNODE_432_length_14865_cov_28.53268	32644
32644.36	strain	||||||32644|32644.36	||||||unidentified|unidentified strain	0.0619	RNODE_40_length_6491_cov_8.96924	32644
32644.37	strain	||||||32644|32644.37	||||||unidentified|unidentified strain	0.1672	RNODE_291_length_2033_cov_2.59025	32644
32644.34	strain	||||||32644|32644.34	||||||unidentified|unidentified strain	0.0595	RNODE_523_length_7269_cov_4.49610	32644
32644.35	strain	||||||32644|32644.35	||||||unidentified|unidentified strain	7.2280	RNODE_343_length_2376_cov_8.77188	32644
32644.32	strain	||||||32644|32644.32	||||||unidentified|unidentified strain	0.0690	RNODE_564_length_8758_cov_6.46781	32644
32644.33	strain	||||||32644|32644.33	||||||unidentified|unidentified strain	0.1116	RNODE_587_length_4088_cov_9.08425	32644
32644.30	strain	||||||32644|32644.30	||||||unidentified|unidentified strain	0.2060	RNODE_114_length_10406_cov_5.47746	32644
32644.31	strain	||||||32644|32644.31	||||||unidentified|unidentified strain	0.1087	RNODE_338_length_1509_cov_4.27236	32644
314275.8	strain	2|1224|1236|135622|72275|226|314275|314275.8	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.0000	Otu1949.0	72275
314275.9	strain	2|1224|1236|135622|72275|226|314275|314275.9	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.0000	Otu968.0	72275
80816.1	strain	2|1224|28221|29|224464|162027|80816|80816.1	Bacteria|Proteobacteria|Deltaproteobacteria|Myxococcales|Kofleriaceae|Haliangium|Haliangium ochraceum|Haliangium ochraceum strain	0.0000	Otu345.0	224464
314275.1	strain	2|1224|1236|135622|72275|226|314275|314275.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.0029	Otu1974.1	72275
314275.2	strain	2|1224|1236|135622|72275|226|314275|314275.2	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.0000	Otu198.0	72275
314275.3	strain	2|1224|1236|135622|72275|226|314275|314275.3	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.0159	Otu394.0	72275
314275.4	strain	2|1224|1236|135622|72275|226|314275|314275.4	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.0949	Otu137.0	72275
314275.5	strain	2|1224|1236|135622|72275|226|314275|314275.5	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.0259	Otu1474.0	72275
314275.6	strain	2|1224|1236|135622|72275|226|314275|314275.6	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.2503	Otu186.0	72275
314275.7	strain	2|1224|1236|135622|72275|226|314275|314275.7	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.1295	Otu50.0	72275
51589.1	strain	2157|28890|183963|2235|2236|2237|51589|51589.1	Archaea|Euryarchaeota|Halobacteria|Halobacteriales|Halobacteriaceae|Haloarcula|Haloarcula hispanica|Haloarcula hispanica strain	0.0000	Otu2120	2157
58049.1	strain	2|1224|1236|135622|267889|28228|58049|58049.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Colwelliaceae|Colwellia|Colwellia sp. MT41|Colwellia sp. MT41 strain	0.0086	Otu525.0	28228
1292.1	strain	2|1239|91061|1385|90964|1279|1292|1292.1	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus warneri|Staphylococcus warneri strain	0.2158	Otu6	2
2198.1	strain	2157|28890|224756|2191|2194|45989|2198|2198.1	Archaea|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanomicrobiaceae|Methanoculleus|Methanoculleus marisnigri|Methanoculleus marisnigri strain	0.1208	Otu1475	2157
1229909.1	strain	2157|651137||31932|338190|338191|1229909|1229909.1	Archaea|Thaumarchaeota||Nitrosopumilales|Nitrosopumilaceae|Nitrosopumilus|Candidatus Nitrosopumilus sediminis|Candidatus Nitrosopumilus sediminis strain	0.1036	Otu833	2157
1292.2	strain	2|1239|91061|1385|90964|1279|1292|1292.2	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus warneri|Staphylococcus warneri strain	0.0000	Otu2297	2
316279.1	strain	2|1117||1890424|1890426|1129|316279|316279.1	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. CC9902|Synechococcus sp. CC9902 strain	0.0345	Otu252	2
55601.9	strain	2|1224|1236|135623|641|662|55601|55601.9	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio anguillarum|Vibrio anguillarum strain	0.0173	Otu1585	2
28108.2	strain	2|1224|1236|135622|72275|226|28108|28108.2	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas macleodii|Alteromonas macleodii strain	0.0550	Otu119.0	72275
